行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
13522,CN-2021618587,2021/11/26,2021/11/27,二级,刘-17465,杜兰英,消费者,西安,河北,中国,华北,技术-电话-10000523,技术,电话,松下 红色电话,15122.15,9,0.52,2624.58
13523,CN-2022129543,2022/01/07,2022/01/13,二级,史-18132,白明,消费者,齐齐哈尔,黑龙江,中国,东北,办公-信封-10003210,办公用品,信封,KitchenAid 蓝色信封,19166.98,5,0.0,-3010.54
13524,CN-2024220975,2024/10/11,2024/10/16,二级,刘-15788,刘辉,消费者,兴城,河南,中国,华中,技术-复印-10004114,技术,复印机,思科 红色复印机,1261.04,2,0.53,378.31
13525,CN-2022150625,2022/01/24,2022/01/25,标准级,李-12745,郭刚,消费者,重庆,重庆,中国,西南,办公-收纳-10004679,办公用品,收纳具,Avery 耐用收纳具,23613.5,6,0.0,-277.84
13526,CN-2021240650,2021/11/24,2021/11/27,当日,刘-11239,杜婷婷,公司,荆门,河南,中国,华中,家具-书架-10001141,家具,书架,Office Star 蓝色书架,15234.79,4,0.0,3043.34
13527,CN-2024468738,2024/04/21,2024/04/24,二级,郑-12812,胡桂香,消费者,济南,贵州,中国,西南,技术-设备-10004853,技术,设备,思科 实惠设备,11334.13,9,0.41,3250.53
13528,CN-2022668888,2022/11/21,2022/11/27,标准级,吴-16560,马荣,公司,郑州,河南,中国,华中,技术-复印-10003796,技术,复印机,诺基亚 实惠复印机,14617.84,6,0.51,1934.63
13529,CN-2022678236,2022/08/22,2022/08/25,标准级,胡-12578,俞桂花,消费者,重庆,重庆,中国,西南,技术-电话-10002704,技术,电话,柯尼卡 耐用电话,29988.22,6,0.0,621.19
13530,CN-2023556926,2023/03/28,2023/04/03,标准级,刘-10489,范秀华,消费者,台北,广西,中国,华南,家具-桌子-10002185,家具,桌子,Office Star 蓝色桌子,9840.16,2,0.0,1382.88
13531,CN-2021402316,2021/08/11,2021/08/14,标准级,叶-12117,赵帅,消费者,汕尾,湖北,中国,华中,技术-配件-10000483,技术,配件,诺基亚 白色配件,41874.46,9,0.0,-3740.06
13532,CN-2024338972,2024/12/19,2024/12/24,一级,周-20350,徐芳,消费者,东莞,江苏,中国,华东,技术-配件-10001076,技术,配件,三星 黑色配件,659.98,1,0.0,130.58
13533,CN-2024317495,2024/08/16,2024/08/23,二级,陈-11489,张雪梅,消费者,永安,宁夏,中国,西北,家具-椅子-10000295,家具,椅子,Hon 红色椅子,23074.9,9,0.4,5295.38
13534,CN-2021766927,2021/10/05,2021/10/07,标准级,乌-18723,孙欢,公司,银川,吉林,中国,东北,技术-配件-10001637,技术,配件,柯尼卡 工业配件,7241.93,10,0.0,-810.69
13535,CN-2023466522,2023/09/20,2023/09/22,标准级,吴-19304,郑浩,消费者,杭州,陕西,中国,西北,家具-椅子-10001014,家具,椅子,Novimex 耐用椅子,22016.92,10,0.0,7106.92
13536,CN-2023488357,2023/01/15,2023/01/18,一级,黄-15828,张晨,消费者,福州,黑龙江,中国,东北,办公-收纳-10001889,办公用品,收纳具,Smead 黑色收纳具,8549.78,5,0.0,-977.51
13537,CN-2023782489,2023/09/17,2023/09/18,标准级,廖-10763,孙雷,消费者,南京,安徽,中国,华东,家具-用具-10000467,家具,用具,SAFCO 蓝色用具,1383.71,2,0.0,-185.11
13538,CN-2024637183,2024/08/18,2024/08/21,标准级,黎-10588,李桂英,公司,北京,北京,中国,华北,技术-复印-10001186,技术,复印机,松下 工业复印机,3096.89,2,0.0,883.63
13539,CN-2021143241,2021/10/21,2021/10/22,标准级,马-21266,朱宁,消费者,重庆,吉林,中国,东北,家具-桌子-10002326,家具,桌子,Hon 实惠桌子,9767.21,3,0.17,119.1
13540,CN-2023578853,2023/04/23,2023/04/24,标准级,高-17920,康霞,消费者,潮州,浙江,中国,华东,家具-桌子-10002058,家具,桌子,Novimex 黑色桌子,16181.09,8,0.2,5645.72
13541,CN-2022316186,2022/08/10,2022/08/17,一级,黄-11811,刘桂花,公司,重庆,西藏,中国,西南,技术-设备-10002643,技术,设备,思科 耐用设备,20650.58,8,0.23,-4119.98
13542,CN-2023649102,2023/06/05,2023/06/06,二级,陈-15440,聂琴,消费者,重庆,重庆,中国,西南,办公-标签-10000832,办公用品,标签,KitchenAid 耐用标签,15583.54,6,0.21,3611.94
13543,CN-2024955055,2024/02/10,2024/02/15,标准级,李-11325,王红,公司,通辽,湖南,中国,华中,技术-电话-10000253,技术,电话,三星 蓝色电话,4872.46,6,0.17,-236.17
13544,CN-2024393553,2024/11/11,2024/11/18,标准级,王-20924,张华,公司,台北,海南,中国,华南,办公-用品-10002349,办公用品,用品,Wilson Jones 红色用品,20020.34,8,0.0,-2043.45
13545,CN-2024511872,2024/05/14,2024/05/17,标准级,张-18218,张俊,消费者,兰州,陕西,中国,西北,技术-电话-10001647,技术,电话,诺基亚 红色电话,13170.04,3,0.0,1502.47
13546,CN-2023892456,2023/02/19,2023/02/26,标准级,何-20819,王英,公司,宜都,广西,中国,华南,办公-标签-10003970,办公用品,标签,Avery 耐用标签,25961.65,9,0.0,2482.7
13547,CN-2021621313,2021/03/14,2021/03/19,标准级,徐-20970,李博,消费者,通辽,辽宁,中国,东北,办公-器具-10000047,办公用品,器具,Wilson Jones 银色器具,1078.83,8,0.0,100.88
13548,CN-2023567626,2023/01/17,2023/01/22,一级,李-12668,王涛,小型企业,柳州,江苏,中国,华东,技术-配件-10003783,技术,配件,诺基亚 蓝色配件,6178.62,2,0.22,2053.87
13549,CN-2021196053,2021/08/18,2021/08/23,标准级,张-16938,赵玉兰,消费者,澳门,海南,中国,华南,办公-标签-10000344,办公用品,标签,Smead 工业标签,4868.53,4,0.0,831.45
13550,CN-2023872201,2023/02/13,2023/02/16,一级,孙-12154,左凯,公司,辽阳,湖南,中国,华中,家具-书架-10002822,家具,书架,Novimex 黑色书架,28621.7,6,0.0,8176.45
13551,CN-2023556365,2023/10/21,2023/10/23,标准级,周-21398,王华,消费者,北京,北京,中国,华北,家具-桌子-10001950,家具,桌子,Hon 耐用桌子,12645.06,4,0.0,3655.2
13552,CN-2023134664,2023/12/22,2023/12/28,一级,梁-16745,蔡明,消费者,西安,贵州,中国,西南,技术-配件-10000598,技术,配件,柯尼卡 红色配件,16312.3,8,0.33,3991.62
13553,CN-2024165136,2024/05/13,2024/05/15,标准级,林-20937,吴冬梅,消费者,淮安,山西,中国,华北,家具-桌子-10001779,家具,桌子,Novimex 银色桌子,7421.28,5,0.0,917.79
13554,CN-2021932667,2021/04/27,2021/05/01,二级,严-20711,曾雪,公司,福州,湖南,中国,华中,办公-美术-10004471,办公用品,美术,Smead 实惠美术,4517.86,5,0.0,86.88
13555,CN-2021597413,2021/03/15,2021/03/19,标准级,李-10889,蔡敏,消费者,辛集,贵州,中国,西南,技术-配件-10003664,技术,配件,柯尼卡 工业配件,20787.6,5,0.0,-2029.12
13556,CN-2021484421,2021/02/05,2021/02/11,二级,王-18555,曾峰,消费者,南京,青海,中国,西北,家具-桌子-10002713,家具,桌子,SAFCO 工业桌子,4289.02,10,0.0,455.81
13557,CN-2023850668,2023/08/27,2023/08/29,标准级,杜-17395,周军,公司,兴安盟,黑龙江,中国,东北,办公-信封-10002976,办公用品,信封,KitchenAid 实惠信封,12748.25,6,0.47,3698.48
13558,CN-2022136626,2022/08/27,2022/08/30,标准级,潘-18341,蔡志强,公司,东莞,贵州,中国,西南,技术-电话-10003296,技术,电话,惠普 实惠电话,13447.11,5,0.28,1567.3
13559,CN-2024123994,2024/06/07,2024/06/13,标准级,汪-11714,蔡华,消费者,香港,山西,中国,华北,技术-配件-10002138,技术,配件,思科 红色配件,689.8,1,0.0,117.17
13560,CN-2024642590,2024/08/18,2024/08/19,标准级,毛-14187,钟丹,小型企业,六盘水,青海,中国,西北,办公-器具-10000271,办公用品,器具,Avery 黑色器具,32331.79,7,0.0,5883.82
13561,CN-2021548809,2021/08/05,2021/08/12,一级,李-20719,郎文,消费者,邯郸,河南,中国,华中,家具-桌子-10000070,家具,桌子,Office Star 耐用桌子,4467.58,1,0.0,379.66
13562,CN-2023529821,2023/12/05,2023/12/07,标准级,邵-13794,祝丽,公司,上海,上海,中国,华东,家具-用具-10001435,家具,用具,SAFCO 实惠用具,14001.02,7,0.0,245.67
13563,CN-2022205156,2022/12/10,2022/12/12,一级,范-10099,刘玉兰,公司,马鞍山,广东,中国,华南,家具-书架-10000068,家具,书架,Novimex 银色书架,11981.97,5,0.0,-2029.79
13564,CN-2023681740,2023/09/09,2023/09/11,标准级,谷-17210,董春梅,消费者,西安,西藏,中国,西南,办公-信封-10000015,办公用品,信封,Wilson Jones 红色信封,19705.96,5,0.19,6431.04
13565,CN-2021700420,2021/07/01,2021/07/02,标准级,吴-15115,周健,消费者,郑州,广东,中国,华南,办公-器具-10000791,办公用品,器具,GlobeWeis 黑色器具,14994.89,8,0.0,-2308.83
13566,CN-2023967391,2023/06/12,2023/06/16,二级,蒋-15145,梁浩,消费者,兰州,广东,中国,华南,技术-电话-10001562,技术,电话,三星 蓝色电话,11206.04,3,0.0,-1263.82
13567,CN-2024375880,2024/11/18,2024/11/23,标准级,杨-13427,萧志强,公司,邯郸,西藏,中国,西南,家具-用具-10001786,家具,用具,Harbour Creations 工业用具,12505.91,6,0.0,3513.82
13568,CN-2022794693,2022/04/10,2022/04/12,标准级,王-12809,黄琴,消费者,广州,青海,中国,西北,家具-用具-10004800,家具,用具,Hon 耐用用具,6533.96,7,0.0,1209.98
13569,CN-2021891077,2021/04/04,2021/04/09,标准级,黄-20206,田淑华,小型企业,重庆,重庆,中国,西南,技术-复印-10003359,技术,复印机,惠普 耐用复印机,2537.21,1,0.0,736.54
13570,CN-2023128173,2023/07/12,2023/07/15,一级,李-15561,黄帆,消费者,佛山,海南,中国,华南,家具-桌子-10004368,家具,桌子,Hon 银色桌子,9233.16,2,0.0,-1183.45
13571,CN-2022617097,2022/12/14,2022/12/18,当日,黄-15158,曾瑜,消费者,北京,北京,中国,华北,技术-电话-10000332,技术,电话,思科 红色电话,33373.84,9,0.0,-5904.03
13572,CN-2024601133,2024/11/06,2024/11/08,二级,吴-21240,胡秀珍,消费者,佛山,河北,中国,华北,技术-配件-10000921,技术,配件,松下 耐用配件,2024.59,10,0.0,-394.37
13573,CN-2022612871,2022/05/14,2022/05/18,一级,吴-19217,魏玉珍,公司,合肥,吉林,中国,东北,办公-标签-10002756,办公用品,标签,Smead 耐用标签,12931.15,9,0.52,-2316.12
13574,CN-2024617496,2024/02/03,2024/02/05,一级,冯-18692,赵建华,公司,合肥,吉林,中国,东北,办公-信封-10004177,办公用品,信封,Wilson Jones 工业信封,25662.78,9,0.17,8362.38
13575,CN-2023265621,2023/02/12,2023/02/17,标准级,云-15734,张霞,消费者,上海,上海,中国,华东,办公-装订-10002217,办公用品,装订机,Smead 银色装订机,20925.72,6,0.0,-2405.67
13576,CN-2021546859,2021/01/09,2021/01/12,二级,张-19636,郭婷婷,公司,关岭,海南,中国,华南,家具-用具-10003198,家具,用具,Harbour Creations 白色用具,12613.19,3,0.0,2581.19
13577,CN-2023348206,2023/05/27,2023/05/31,标准级,宋-19615,郑欣,消费者,成都,宁夏,中国,西北,家具-用具-10001265,家具,用具,Novimex 红色用具,18688.86,10,0.15,-2551.88
13578,CN-2024461581,2024/10/05,2024/10/12,标准级,潘-17510,彭辉,消费者,长沙,海南,中国,华南,办公-收纳-10001569,办公用品,收纳具,KitchenAid 红色收纳具,1980.4,5,0.49,74.73
13579,CN-2021587927,2021/12/18,2021/12/22,标准级,李-12633,吉红,消费者,宁德,辽宁,中国,东北,家具-用具-10001663,家具,用具,Harbour Creations 黑色用具,4319.67,8,0.0,1610.2
13580,CN-2022700493,2022/02/13,2022/02/17,一级,杨-12019,林楠,消费者,淮安,宁夏,中国,西北,技术-电话-10001649,技术,电话,惠普 实惠电话,29575.27,6,0.0,11382.73
13581,CN-2024733588,2024/04/13,2024/04/18,标准级,赵-10784,简畅,消费者,辽阳,广东,中国,华南,家具-用具-10003472,家具,用具,SAFCO 红色用具,2033.78,1,0.24,653.9
13582,CN-2022775801,2022/02/23,2022/02/26,标准级,刘-17517,向晶,消费者,澳门,浙江,中国,华东,办公-装订-10001402,办公用品,装订机,KitchenAid 实惠装订机,13640.41,5,0.38,-1976.51
13583,CN-2021219138,2021/01/12,2021/01/14,标准级,周-15489,杨琳,消费者,兴城,湖南,中国,华中,办公-信封-10004575,办公用品,信封,GlobeWeis 耐用信封,23019.89,5,0.0,8385.69
13584,CN-2024530806,2024/06/23,2024/06/26,标准级,郭-17652,吕萍,消费者,关岭,河南,中国,华中,技术-复印-10004654,技术,复印机,柯尼卡 工业复印机,4950.24,5,0.0,-782.7
13585,CN-2023947099,2023/06/06,2023/06/12,标准级,孙-10458,宋波,消费者,沈阳,西藏,中国,西南,家具-椅子-10001740,家具,椅子,Novimex 银色椅子,15340.13,5,0.0,4482.86
13586,CN-2024986616,2024/12/09,2024/12/10,一级,杨-10952,张志强,消费者,齐齐哈尔,福建,中国,华东,技术-电话-10001115,技术,电话,诺基亚 耐用电话,3555.22,1,0.0,-171.04
13587,CN-2024861434,2024/01/12,2024/01/19,标准级,李-17392,樊杨,消费者,乌鲁木齐,湖南,中国,华中,技术-配件-10004884,技术,配件,柯尼卡 红色配件,36602.34,8,0.0,4611.41
13588,CN-2023245090,2023/09/27,2023/09/30,一级,赵-13243,蓝芳,公司,通辽,江西,中国,华东,办公-系固-10003349,办公用品,系固件,Avery 红色系固件,38009.78,9,0.0,-3167.41
13589,CN-2021833411,2021/11/12,2021/11/15,标准级,马-21028,谭莉,公司,重庆,重庆,中国,西南,办公-装订-10002502,办公用品,装订机,GlobeWeis 耐用装订机,14796.42,5,0.0,3220.57
13590,CN-2024237272,2024/04/27,2024/05/03,一级,宋-10143,杨飞,消费者,兰州,甘肃,中国,西北,家具-用具-10003317,家具,用具,Hon 工业用具,1017.58,2,0.4,-30.55
13591,CN-2023513966,2023/01/22,2023/01/27,标准级,韩-20390,穆荣,公司,西安,黑龙江,中国,东北,技术-电话-10004292,技术,电话,惠普 耐用电话,13420.39,6,0.0,3967.04
13592,CN-2022578780,2022/09/08,2022/09/11,标准级,韩-10787,杨秀兰,消费者,太原,广西,中国,华南,技术-电话-10001612,技术,电话,思科 银色电话,7102.49,8,0.44,1788.38
13593,CN-2024607995,2024/08/08,2024/08/15,标准级,杨-11258,顾淑兰,消费者,合肥,湖南,中国,华中,家具-桌子-10003190,家具,桌子,Office Star 黑色桌子,3113.34,1,0.18,448.35
13594,CN-2022983018,2022/12/06,2022/12/12,标准级,曾-10565,杨秀云,消费者,马鞍山,云南,中国,西南,技术-复印-10002126,技术,复印机,惠普 蓝色复印机,8240.6,10,0.56,2045.75
13595,CN-2023284346,2023/03/23,2023/03/30,标准级,张-13282,王兵,小型企业,西安,广东,中国,华南,技术-电话-10000499,技术,电话,诺基亚 银色电话,801.69,3,0.0,109.47
13596,CN-2021915230,2021/09/25,2021/09/30,当日,程-13058,曹健,公司,海口,广东,中国,华南,技术-设备-10001040,技术,设备,松下 黑色设备,7199.68,3,0.0,655.51
13597,CN-2023404398,2023/10/06,2023/10/13,一级,杨-13526,陆佳,消费者,深圳,广西,中国,华南,家具-椅子-10002113,家具,椅子,SAFCO 红色椅子,4459.94,8,0.0,-571.18
13598,CN-2023382237,2023/01/09,2023/01/11,标准级,张-16789,陈桂珍,消费者,北镇,河北,中国,华北,办公-美术-10003801,办公用品,美术,Smead 实惠美术,4178.2,1,0.0,-717.5
13599,CN-2021448162,2021/12/11,2021/12/17,一级,陆-21649,吴玉梅,消费者,哈尔滨,西藏,中国,西南,家具-椅子-10000821,家具,椅子,Hon 黑色椅子,8026.14,7,0.0,-248.05
13600,CN-2023262767,2023/01/03,2023/01/04,标准级,韩-16468,谢艳,消费者,张家港,青海,中国,西北,技术-复印-10004048,技术,复印机,惠普 红色复印机,7735.37,8,0.0,2769.5
13601,CN-2021421328,2021/12/26,2022/01/02,二级,吴-12052,范鹏,公司,宁德,新疆,中国,西北,家具-书架-10003120,家具,书架,Hon 蓝色书架,861.39,1,0.0,-145.31
13602,CN-2021588472,2021/07/01,2021/07/03,标准级,吕-21695,臧军,消费者,海门,湖南,中国,华中,技术-复印-10003556,技术,复印机,松下 黑色复印机,1311.52,1,0.0,54.35
13603,CN-2024767755,2024/10/14,2024/10/21,标准级,李-12379,潘旭,小型企业,台北,河南,中国,华中,办公-用品-10001195,办公用品,用品,Fiskars 黑色用品,25123.84,6,0.0,9106.95
13604,CN-2023491988,2023/10/06,2023/10/10,二级,萧-16242,黄倩,公司,乌鲁木齐,江苏,中国,华东,家具-桌子-10000460,家具,桌子,SAFCO 白色桌子,25806.23,7,0.0,4287.07
13605,CN-2024737496,2024/06/05,2024/06/08,标准级,胡-14955,倪莹,小型企业,重庆,河南,中国,华中,办公-收纳-10001706,办公用品,收纳具,KitchenAid 耐用收纳具,8031.19,7,0.42,1602.42
13606,CN-2022429846,2022/11/27,2022/12/02,一级,王-20896,贾超,消费者,张家港,黑龙江,中国,东北,家具-书架-10003586,家具,书架,Hon 耐用书架,6069.04,3,0.0,1508.16
13607,CN-2022576813,2022/05/01,2022/05/03,二级,李-16957,王玉珍,消费者,梧州,河南,中国,华中,办公-美术-10004529,办公用品,美术,Fiskars 蓝色美术,30522.01,9,0.0,-2695.51
13608,CN-2023106255,2023/12/04,2023/12/08,标准级,吴-10132,杜成,公司,北京,北京,中国,华北,家具-桌子-10003363,家具,桌子,Harbour Creations 蓝色桌子,13641.47,9,0.0,2502.37
13609,CN-2022693421,2022/01/02,2022/01/08,标准级,张-14779,张楠,消费者,六安,新疆,中国,西北,技术-设备-10004690,技术,设备,三星 银色设备,697.83,3,0.0,155.47
13610,CN-2024461115,2024/12/23,2024/12/24,标准级,张-12141,张丹,消费者,北京,北京,中国,华北,技术-配件-10003332,技术,配件,诺基亚 工业配件,370.15,1,0.0,-39.84
13611,CN-2023526577,2023/11/10,2023/11/12,标准级,陆-13477,李梅,消费者,台北,云南,中国,西南,办公-器具-10000746,办公用品,器具,Smead 黑色器具,8904.8,7,0.0,3092.63
13612,CN-2021668176,2021/11/07,2021/11/10,标准级,刘-13107,高静,公司,澳门,新疆,中国,西北,技术-配件-10002066,技术,配件,松下 银色配件,31371.94,7,0.0,9117.36
13613,CN-2023670514,2023/02/19,2023/02/21,标准级,韩-18144,林志强,公司,南宁,福建,中国,华东,办公-用品-10002623,办公用品,用品,Fiskars 黑色用品,24125.9,7,0.0,5576.37
13614,CN-2023314499,2023/11/15,2023/11/17,二级,张-21811,尤婷,消费者,辛集,广西,中国,华南,办公-系固-10002134,办公用品,系固件,Wilson Jones 耐用系固件,9935.88,8,0.47,-1184.2
13615,CN-2021938679,2021/03/20,2021/03/23,当日,何-19543,石健,消费者,北京,北京,中国,华北,技术-复印-10004422,技术,复印机,三星 蓝色复印机,14516.97,10,0.25,3432.46
13616,CN-2022697107,2022/03/02,2022/03/08,标准级,蔡-19314,宋平,消费者,宁德,山东,中国,华东,家具-用具-10002341,家具,用具,Harbour Creations 工业用具,3437.84,8,0.0,456.51
13617,CN-2024743515,2024/01/07,2024/01/13,标准级,王-21022,秦莉,消费者,大冶,黑龙江,中国,东北,办公-用品-10004297,办公用品,用品,Avery 红色用品,12369.21,9,0.17,1397.63
13618,CN-2024183113,2024/09/27,2024/10/02,一级,周-14150,周冬梅,小型企业,长春,西藏,中国,西南,技术-设备-10002936,技术,设备,三星 黑色设备,1237.8,3,0.58,434.47
13619,CN-2024654981,2024/09/18,2024/09/23,标准级,刘-13109,林璐,消费者,沈阳,江西,中国,华东,办公-美术-10002602,办公用品,美术,Smead 耐用美术,7801.91,10,0.59,1612.68
13620,CN-2024296079,2024/02/14,2024/02/21,一级,黎-16625,程鹏,消费者,长春,云南,中国,西南,办公-信封-10001791,办公用品,信封,Avery 白色信封,21497.59,6,0.0,7194.29
13621,CN-2021966815,2021/11/16,2021/11/22,标准级,刘-11200,林勇,消费者,上海,上海,中国,华东,家具-桌子-10004138,家具,桌子,SAFCO 黑色桌子,15013.75,4,0.0,-2715.57
